motor_angle_deg,ambient_temp_c,elapsed_time_min,raw_phase_deg,raw_mag_dB,phase_drift_error_deg,true_phase_deg,true_mag_dB,predicted_drift_deg,calibrated_phase_deg
91.0,25.381,188.669,-107.6402,-49.5682,6.8817,-111.9671,-50.0,6.8878,-114.528
92.0,25.381,188.685,-105.4566,-49.5464,6.8828,-111.8685,-50.0,6.8881,-112.3447
93.0,25.382,188.701,-105.5444,-50.1791,6.8839,-111.7042,-50.0,6.8889,-112.4333
94.0,25.383,188.717,-106.5771,-49.1737,6.885,-111.4744,-50.0,6.8889,-113.466
95.0,25.383,188.733,-103.1283,-48.6478,6.8861,-111.1794,-48.3643,6.8916,-110.0199
96.0,25.384,188.749,-102.0172,-44.7784,6.8872,-110.8196,-45.1904,6.891,-108.9082
97.0,25.384,188.765,-103.548,-41.9254,6.8883,-110.3953,-42.5073,6.8924,-110.4404
98.0,25.385,188.781,-103.476,-40.7296,6.8894,-109.907,-40.1849,6.8924,-110.3684
99.0,25.386,188.797,-101.8122,-37.9092,6.8906,-109.3552,-38.1403,6.8917,-108.7039
100.0,25.386,188.813,-101.8785,-37.4072,6.8917,-108.7407,-36.3172,6.8917,-108.7702
101.0,25.387,188.829,-102.7944,-34.3466,6.8928,-108.0639,-34.6763,6.8923,-109.6867
102.0,25.387,188.845,-101.411,-33.63,6.8939,-107.3258,-33.1893,6.8904,-108.3014
103.0,25.388,188.861,-100.0768,-31.6085,6.895,-106.5271,-31.8354,6.8902,-106.967
104.0,25.388,188.877,-98.4004,-30.2972,6.8961,-105.6688,-30.5992,6.8895,-105.2899
105.0,25.389,188.893,-97.8406,-29.0211,6.8972,-104.7518,-29.4691,6.8891,-104.7297
106.0,25.389,188.909,-96.5632,-28.0807,6.8983,-103.7771,-28.4368,6.8868,-103.45
107.0,25.39,188.925,-98.1336,-27.4739,6.8994,-102.7458,-27.4963,6.8895,-105.0231
108.0,25.391,188.941,-93.7608,-26.7956,6.9005,-101.6591,-26.6434,6.8841,-100.6449
109.0,25.391,188.957,-93.6115,-25.9056,6.9016,-100.5183,-25.8758,6.8841,-100.4956
110.0,25.392,188.973,-88.5928,-25.639,6.9027,-99.3245,-25.1926,6.8754,-95.4682
111.0,25.392,188.989,-91.7569,-24.679,6.9038,-98.0792,-24.5944,6.882,-98.6389
112.0,25.393,189.005,-89.3937,-24.1992,6.9049,-96.7838,-24.0829,6.9233,-96.317
113.0,25.393,189.021,-84.2899,-23.9768,6.906,-95.4397,-23.6615,6.9231,-91.213
114.0,25.394,189.037,-86.8503,-24.0316,6.9071,-94.0485,-23.3351,6.9132,-93.7635
115.0,25.395,189.053,-85.8051,-23.6214,6.9082,-92.6118,-23.1106,6.9132,-92.7183
116.0,25.395,189.069,-85.7022,-24.2572,6.9093,-91.1311,-22.9972,6.9132,-92.6154
117.0,25.396,189.085,-80.4055,-23.1301,6.9103,-89.6082,-23.007,6.9131,-87.3186
118.0,25.396,189.101,-82.872,-23.0123,6.9114,-88.0448,-23.1565,6.9131,-89.7851
119.0,25.397,189.117,-78.8896,-24.5412,6.9125,-86.4428,-23.4681,6.9134,-85.803
120.0,25.397,189.133,-78.6006,-23.8788,6.9136,-84.8038,-23.9735,6.9136,-85.5142
121.0,25.398,189.149,-76.4993,-24.7678,6.9147,-83.13,-24.7188,6.9146,-83.4139
122.0,25.398,189.165,-76.6431,-26.2465,6.9158,-81.423,-25.7758,6.9149,-83.558
123.0,25.399,189.181,-70.7535,-27.4376,6.9169,-79.685,-27.2651,6.9185,-77.672
124.0,25.4,189.197,-71.4167,-28.9953,6.918,-77.918,-29.4156,6.9176,-78.3343
125.0,25.4,189.213,-71.0275,-33.1441,6.9191,-76.1239,-32.7544,6.9176,-77.9451
126.0,25.401,189.229,-65.5058,-39.0554,6.9201,-74.305,-39.087,6.9228,-72.4286
127.0,25.401,189.245,-66.2981,-49.8614,6.9212,-72.4632,-50.0,6.9229,-73.221
128.0,25.402,189.261,-63.1765,-36.7351,6.9223,-70.6007,-36.4062,6.9234,-70.0999
129.0,25.402,189.277,-60.5343,-30.4149,6.9234,-68.7198,-30.8182,6.9253,-67.4596
130.0,25.403,189.293,-59.1871,-27.3211,6.9245,-66.8226,-27.4827,6.9255,-66.1126
131.0,25.403,189.309,-61.2808,-25.2817,6.9255,-64.9114,-25.1809,6.9255,-68.2063
132.0,25.404,189.325,-55.0187,-22.5678,6.9266,-62.9884,-23.5131,6.9254,-61.9441
133.0,25.405,189.341,-54.2791,-21.8989,6.9277,-61.0559,-22.3039,6.9263,-61.2054
134.0,25.405,189.357,-52.681,-22.1427,6.9288,-59.1162,-21.4682,6.9283,-59.6093
135.0,25.406,189.373,-50.4053,-21.122,6.9299,-57.1716,-20.9663,6.9301,-57.3354
136.0,25.406,189.389,-50.7085,-19.8018,6.9309,-55.2244,-20.7884,6.9301,-57.6386
137.0,25.407,189.405,-46.0566,-21.3429,6.932,-53.2769,-20.95,6.9304,-52.987
138.0,25.407,189.421,-46.445,-21.4699,6.9331,-51.3315,-21.4965,6.9309,-53.3759
139.0,25.408,189.437,-42.8852,-22.0266,6.9342,-49.3906,-22.519,6.9362,-49.8214
140.0,25.408,189.453,-40.2868,-23.9381,6.9352,-47.4564,-24.1991,6.9363,-47.2231
141.0,25.409,189.469,-36.984,-26.6247,6.9363,-45.5314,-26.9433,6.9373,-43.9213
142.0,25.409,189.485,-37.9099,-31.6829,6.9374,-43.6178,-31.978,6.9374,-44.8473
143.0,25.41,189.501,-32.6022,-49.9898,6.9384,-41.718,-50.0,6.9406,-39.5428
144.0,25.41,189.517,-31.4746,-34.017,6.9395,-39.8344,-33.7,6.9406,-38.4152
145.0,25.411,189.533,-31.6727,-26.8089,6.9406,-37.9692,-26.9828,6.9407,-38.6134
146.0,25.412,189.549,-30.8462,-23.5008,6.9416,-36.1247,-23.3397,6.9437,-37.7899
147.0,25.412,189.565,-29.5264,-21.1744,6.9427,-34.3033,-20.9818,6.9435,-36.4699
148.0,25.413,189.581,-25.1559,-18.8104,6.9438,-32.5073,-19.4034,6.9443,-32.1002
149.0,25.413,189.597,-24.8998,-18.5562,6.9448,-30.7387,-18.4038,6.9457,-31.8455
150.0,25.414,189.613,-20.2551,-17.2193,6.9459,-29.0,-17.9018,6.9461,-27.2012
151.0,25.414,189.629,-21.3656,-17.7808,6.947,-27.2932,-17.8835,6.9462,-28.3118
152.0,25.415,189.645,-20.0236,-18.4577,6.948,-25.6206,-18.3941,6.9509,-26.9745
153.0,25.415,189.661,-16.6848,-20.289,6.9491,-23.9843,-19.562,6.9509,-23.6357
154.0,25.416,189.677,-16.4653,-20.8412,6.9501,-22.3864,-21.6892,6.9509,-23.4162
155.0,25.416,189.693,-13.8649,-25.6157,6.9512,-20.8289,-25.6133,6.952,-20.8169
156.0,25.417,189.709,-10.8826,-36.5419,6.9522,-19.3139,-35.6336,6.9519,-17.8345
157.0,25.417,189.725,-10.7141,-32.1326,6.9533,-17.8433,-32.5277,6.9519,-17.666
158.0,25.418,189.741,-9.2833,-23.6287,6.9544,-16.4191,-23.6086,6.9572,-16.2405
159.0,25.419,189.757,-7.78,-19.6987,6.9554,-15.0431,-19.3262,6.9571,-14.7371
160.0,25.419,189.773,-9.3004,-16.2788,6.9565,-13.7173,-16.6513,6.9586,-16.259
161.0,25.42,189.789,-4.898,-15.9149,6.9575,-12.4433,-14.8954,6.9586,-11.8566
162.0,25.42,189.805,-4.0244,-14.0951,6.9586,-11.2229,-13.8095,6.9588,-10.9832
163.0,25.421,189.821,-1.7588,-13.4234,6.9596,-10.0578,-13.3036,6.9616,-8.7204
164.0,25.421,189.837,-1.0802,-13.0405,6.9607,-8.9496,-13.3813,6.9617,-8.0419
165.0,25.422,189.853,-1.241,-13.2464,6.9617,-7.8998,-14.1425,6.9617,-8.2027
166.0,25.422,189.869,1.6015,-15.9597,6.9628,-6.9099,-15.8618,6.9609,-5.3594
167.0,25.423,189.885,0.5436,-19.1395,6.9638,-5.9813,-19.3235,6.9608,-6.4172
168.0,25.423,189.901,2.2202,-27.3152,6.9649,-5.1154,-28.4146,6.961,-4.7408
169.0,25.424,189.917,2.1858,-26.373,6.9659,-4.3134,-26.3749,6.961,-4.7752
170.0,25.424,189.933,4.083,-16.4394,6.9669,-3.5766,-16.6267,6.9611,-2.8781
171.0,25.425,189.949,3.4973,-12.2876,6.968,-2.906,-11.7926,6.9609,-3.4636
172.0,25.425,189.965,7.1376,-7.7698,6.969,-2.3027,-8.5535,6.96,0.1776
173.0,25.426,189.981,8.2283,-6.4484,6.9701,-1.7678,-6.1632,6.9779,1.2504
174.0,25.426,189.997,6.98,-4.2217,6.9711,-1.302,-4.3291,6.978,0.002
175.0,25.427,190.013,8.3779,-2.8102,6.9722,-0.9062,-2.9063,6.9782,1.3997
176.0,25.427,190.029,4.0832,-1.7793,6.9732,-0.5812,-1.8135,6.9806,-2.8974
177.0,25.428,190.045,4.5146,-1.1751,6.9742,-0.3275,-1.0014,6.9806,-2.466
178.0,25.428,190.061,6.3471,-0.343,6.9753,-0.1458,-0.4395,6.9782,-0.6311
179.0,25.429,190.077,7.0016,0.5939,6.9763,-0.0365,-0.1091,6.9786,0.023
-180.0,25.429,190.093,6.68,0.9124,6.9773,-0.0,0.0,6.979,-0.299
-179.0,25.43,190.109,4.4786,-0.1791,6.9784,-0.0366,-0.1091,6.9815,-2.5029
-178.0,25.43,190.125,8.5603,-0.6193,6.9794,-0.1465,-0.4395,6.979,1.5813
-177.0,25.431,190.141,9.8819,-1.3249,6.9804,-0.3298,-1.0014,6.979,2.9029
-176.0,25.432,190.157,8.3163,-0.739,6.9815,-0.5866,-1.8135,6.979,1.3373
-175.0,25.432,190.173,7.6939,-2.8548,6.9825,-0.9168,-2.9063,6.979,0.7149
-174.0,25.433,190.189,6.0024,-3.8831,6.9835,-1.3203,-4.3291,6.986,-0.9836
-173.0,25.433,190.205,3.9233,-5.8845,6.9845,-1.7967,-6.1632,6.9865,-3.0632
-172.0,25.434,190.221,4.7485,-7.6701,6.9856,-2.3459,-8.5535,6.9871,-2.2386
-171.0,25.434,190.237,7.1777,-11.8917,6.9866,-2.9672,-11.7926,6.9846,0.1931
-170.0,25.435,190.253,2.7993,-17.0695,6.9876,-3.6603,-16.6267,6.9888,-4.1895
-169.0,25.435,190.269,1.8817,-25.6311,6.9886,-4.4245,-26.3749,6.9889,-5.1072
-168.0,25.436,190.285,3.3914,-28.0532,6.9897,-5.2592,-28.4146,6.9893,-3.5979
-167.0,25.436,190.301,2.5878,-19.141,6.9907,-6.1634,-19.3235,6.9893,-4.4015
-166.0,25.437,190.317,-1.4166,-15.2477,6.9917,-7.1364,-15.8618,6.9955,-8.4121
-165.0,25.437,190.333,-1.5767,-13.9372,6.9927,-8.1772,-14.1425,6.9954,-8.5721
-164.0,25.438,190.349,-3.0438,-12.7534,6.9937,-9.2846,-13.3813,6.9968,-10.0406
-163.0,25.438,190.365,-3.3584,-13.205,6.9948,-10.4577,-13.3036,6.9968,-10.3552
-162.0,25.439,190.381,-3.0437,-13.4487,6.9958,-11.695,-13.8095,6.9968,-10.0405
-161.0,25.439,190.397,-7.2047,-14.6849,6.9968,-12.9954,-14.8954,6.9979,-14.2026
-160.0,25.44,190.413,-5.7251,-16.7814,6.9978,-14.3574,-16.6513,6.9985,-12.7236
-159.0,25.44,190.429,-8.6282,-19.4084,6.9988,-15.7795,-19.3262,6.9985,-15.6267
-158.0,25.441,190.445,-6.771,-23.7658,6.9998,-17.2602,-23.6086,6.9985,-13.7695
-157.0,25.441,190.461,-11.3186,-32.4215,7.0008,-18.7977,-32.5277,6.9986,-18.3172
-156.0,25.442,190.477,-13.534,-35.8159,7.0019,-20.3905,-35.6336,7.0054,-20.5394
-155.0,25.442,190.493,-14.1717,-25.4389,7.0029,-22.0366,-25.6133,7.0054,-21.1771
-154.0,25.443,190.509,-17.2361,-21.5284,7.0039,-23.7342,-21.6892,7.006,-24.2421
-153.0,25.443,190.525,-21.1695,-19.4799,7.0049,-25.4815,-19.562,7.0059,-28.1754
-152.0,25.444,190.541,-20.6311,-18.3051,7.0059,-27.2762,-18.3941,7.0072,-27.6383
-151.0,25.444,190.557,-22.494,-18.1099,7.0069,-29.1164,-17.8835,7.0069,-29.5009
-150.0,25.445,190.573,-26.3806,-18.0146,7.0079,-31.0,-17.9018,7.0076,-33.3882
-149.0,25.445,190.589,-26.0253,-19.072,7.0089,-32.9247,-18.4038,7.0076,-33.0329
-148.0,25.446,190.605,-30.979,-19.4513,7.0099,-34.8882,-19.4034,7.0082,-37.9872
-147.0,25.446,190.621,-30.3989,-21.3762,7.0109,-36.8883,-20.9818,7.0082,-37.4071
-146.0,25.447,190.637,-31.5452,-23.2997,7.0119,-38.9225,-23.3397,7.0136,-38.5588
-145.0,25.447,190.653,-33.83,-27.2686,7.0129,-40.9884,-26.9828,7.0139,-40.8439
-144.0,25.447,190.669,-36.6863,-34.5203,7.0139,-43.0836,-33.7,7.0149,-43.7012
-143.0,25.448,190.685,-38.3189,-49.099,7.0149,-45.2055,-50.0,7.015,-45.3339
-142.0,25.448,190.701,-41.5118,-32.0705,7.0159,-47.3516,-31.978,7.0162,-48.528
-141.0,25.449,190.717,-42.4861,-26.3645,7.0169,-49.5192,-26.9433,7.0164,-49.5025
-140.0,25.449,190.733,-44.6008,-24.4099,7.0179,-51.7058,-24.1991,7.0174,-51.6182
-139.0,25.45,190.749,-48.2401,-21.8398,7.0189,-53.9086,-22.519,7.0172,-55.2573
-138.0,25.45,190.765,-48.7036,-21.9571,7.0199,-56.125,-21.4965,7.0177,-55.7213
-137.0,25.451,190.781,-50.9393,-20.8796,7.0209,-58.3523,-20.95,7.018,-57.9573
-136.0,25.451,190.797,-53.8151,-21.2254,7.0219,-60.5877,-20.7884,7.0181,-60.8332
-135.0,25.452,190.813,-52.174,-19.926,7.0228,-62.8284,-20.9663,7.0181,-59.1921
-134.0,25.452,190.829,-58.259,-21.5679,7.0238,-65.0717,-21.4682,7.016,-65.275
-133.0,25.453,190.845,-60.7089,-21.9725,7.0248,-67.3149,-22.3039,7.0148,-67.7237
-132.0,25.453,190.861,-63.1628,-23.3328,7.0258,-69.555,-23.5131,7.0132,-70.176
-131.0,25.454,190.877,-66.219,-25.1911,7.0268,-71.7894,-25.1809,7.0127,-73.2317
-130.0,25.454,190.893,-65.9585,-27.2756,7.0278,-74.0152,-27.4827,7.0126,-72.9711
-129.0,25.455,190.909,-70.2302,-30.2745,7.0288,-76.2296,-30.8182,7.0077,-77.2379
-128.0,25.455,190.925,-72.2521,-36.1389,7.0297,-78.4299,-36.4062,7.0428,-79.2949
-127.0,25.456,190.941,-74.39,-49.935,7.0307,-80.6133,-50.0,7.0423,-81.4323
-126.0,25.456,190.957,-77.2228,-38.8792,7.0317,-82.7771,-39.087,7.0421,-84.2649
-125.0,25.457,190.973,-80.5124,-31.9884,7.0327,-84.9185,-32.7544,7.0406,-87.553
-124.0,25.457,190.989,-80.6955,-29.5823,7.0337,-87.0348,-29.4156,7.0387,-87.7342
-123.0,25.458,191.005,-80.7787,-28.0067,7.0346,-89.1234,-27.2651,7.0387,-87.8174
-122.0,25.458,191.021,-83.8504,-26.2144,7.0356,-91.1815,-25.7758,7.038,-90.8884
-121.0,25.458,191.037,-83.8292,-25.1276,7.0366,-93.2066,-24.7188,7.038,-90.8672
-120.0,25.459,191.053,-87.0321,-24.326,7.0376,-95.1962,-23.9735,7.0384,-94.0705
-119.0,25.459,191.069,-89.3231,-23.8069,7.0385,-97.1475,-23.4681,7.0384,-96.3615
-118.0,25.46,191.085,-89.1948,-23.1659,7.0395,-99.0583,-23.1565,7.0384,-96.2332
-117.0,25.46,191.101,-94.0313,-22.908,7.0405,-100.926,-23.007,7.0418,-101.0731
-116.0,25.461,191.117,-95.6122,-22.9025,7.0415,-102.7483,-22.9972,7.0416,-102.6538
-115.0,25.461,191.133,-97.4975,-23.4027,7.0424,-104.5227,-23.1106,7.0418,-104.5393
-114.0,25.462,191.149,-96.8881,-22.9376,7.0434,-106.2471,-23.3351,7.0419,-103.93
-113.0,25.462,191.165,-100.8711,-23.4477,7.0444,-107.9193,-23.6615,7.048,-107.9191
-112.0,25.463,191.181,-103.4641,-23.4503,7.0453,-109.537,-24.0829,7.0498,-110.5139
-111.0,25.463,191.197,-103.1703,-24.2557,7.0463,-111.0982,-24.5944,7.0498,-110.2201
-110.0,25.464,191.213,-106.778,-25.3325,7.0473,-112.6008,-25.1926,7.0503,-113.8283
-109.0,25.464,191.229,-106.1946,-25.3536,7.0482,-114.043,-25.8758,7.0503,-113.2449
-108.0,25.465,191.245,-107.753,-26.534,7.0492,-115.4229,-26.6434,7.0517,-114.8047
-107.0,25.465,191.261,-109.9727,-27.1771,7.0501,-116.7387,-27.4963,7.0527,-117.0254
-106.0,25.465,191.277,-110.0889,-28.1486,7.0511,-117.9887,-28.4368,7.0527,-117.1416
-105.0,25.466,191.293,-114.3509,-29.5188,7.0521,-119.1713,-29.4691,7.054,-121.4049
-104.0,25.466,191.309,-112.9875,-30.5579,7.053,-120.2849,-30.5992,7.0553,-120.0428
-103.0,25.467,191.325,-114.9683,-31.888,7.054,-121.3282,-31.8354,7.0566,-122.0249
-102.0,25.467,191.341,-110.9513,-33.5305,7.0549,-122.2996,-33.1893,7.0562,-118.0075
-101.0,25.468,191.357,-115.9085,-35.5342,7.0559,-123.1981,-34.6763,7.0576,-122.9661
-100.0,25.468,191.373,-117.8602,-36.5947,7.0568,-124.0225,-36.3172,7.0595,-124.9197
-99.0,25.469,191.389,-119.7812,-38.0606,7.0578,-124.7715,-38.1403,7.0589,-126.8401
-98.0,25.469,191.405,-116.4276,-39.7507,7.0587,-125.4444,-40.1849,7.0598,-123.4874
-97.0,25.47,191.421,-119.5055,-42.1889,7.0597,-126.0402,-42.5073,7.0594,-126.5649
-96.0,25.47,191.437,-120.6845,-45.3022,7.0606,-126.5581,-45.1904,7.0604,-127.7449
-95.0,25.47,191.453,-119.4314,-48.6363,7.0616,-126.9975,-48.3643,7.0605,-126.4919
-94.0,25.471,191.469,-119.3207,-50.0719,7.0625,-127.3578,-50.0,7.0619,-126.3826
-93.0,25.471,191.485,-119.6241,-50.39,7.0635,-127.6385,-50.0,7.0618,-126.6859
-92.0,25.472,191.501,-120.7452,-50.8461,7.0644,-127.8392,-50.0,7.0673,-127.8125
-91.0,25.472,191.517,-120.6556,-50.6181,7.0654,-127.9598,-50.0,7.0673,-127.7229
-90.0,25.473,191.533,-120.5856,-49.4501,7.0663,-128.0,-50.0,7.0685,-127.6541
-89.0,25.473,191.549,-120.3879,-49.2571,7.0673,-127.9598,-50.0,7.0685,-127.4564
-88.0,25.474,191.565,-120.1337,-49.6984,7.0682,-127.8392,-50.0,7.0692,-127.2029
-87.0,25.474,191.581,-118.9277,-50.0233,7.0691,-127.6385,-50.0,7.0696,-125.9973
-86.0,25.474,191.597,-120.2031,-50.5572,7.0701,-127.3578,-50.0,7.0697,-127.2728
-85.0,25.475,191.613,-121.1517,-48.4287,7.071,-126.9975,-48.3643,7.0697,-128.2214
-84.0,25.475,191.629,-119.7026,-44.9457,7.0719,-126.5581,-45.1904,7.0705,-126.7731
-83.0,25.476,191.645,-117.8366,-42.1753,7.0729,-126.0402,-42.5073,7.0711,-124.9077
-82.0,25.476,191.661,-121.0504,-39.9094,7.0738,-125.4444,-40.1849,7.0712,-128.1216
-81.0,25.477,191.677,-120.3679,-37.6564,7.0747,-124.7715,-38.1403,7.0712,-127.4391
-80.0,25.477,191.693,-115.5694,-35.54,7.0757,-124.0225,-36.3172,7.0722,-122.6416
-79.0,25.478,191.709,-113.8413,-34.8383,7.0766,-123.1981,-34.6763,7.0741,-120.9154
-78.0,25.478,191.725,-117.1199,-32.0672,7.0775,-122.2996,-33.1893,7.0722,-124.1921
-77.0,25.478,191.741,-114.099,-32.6434,7.0785,-121.3282,-31.8354,7.0741,-121.1731
-76.0,25.479,191.757,-113.8048,-30.9105,7.0794,-120.2849,-30.5992,7.0741,-120.8789
-75.0,25.479,191.773,-112.4822,-29.3891,7.0803,-119.1713,-29.4691,7.0741,-119.5563
-74.0,25.48,191.789,-110.4492,-28.2172,7.0813,-117.9887,-28.4368,7.0693,-117.5185
-73.0,25.48,191.805,-111.5959,-27.5689,7.0822,-116.7387,-27.4963,7.0741,-118.67
-72.0,25.481,191.821,-110.0007,-26.8417,7.0831,-115.4229,-26.6434,7.0693,-117.07
-71.0,25.481,191.837,-107.4109,-24.9948,7.084,-114.043,-25.8758,7.0674,-114.4783
-70.0,25.481,191.853,-105.7339,-25.4101,7.0849,-112.6008,-25.1926,7.0652,-112.7991
-69.0,25.482,191.869,-105.7012,-25.0021,7.0859,-111.0982,-24.5944,7.1076,-112.8088
-68.0,25.482,191.885,-101.2657,-23.4065,7.0868,-109.537,-24.0829,7.1056,-108.3713
-67.0,25.483,191.901,-101.4579,-23.3218,7.0877,-107.9193,-23.6615,7.1036,-108.5615
-66.0,25.483,191.917,-99.7913,-22.8972,7.0886,-106.2471,-23.3351,7.1012,-106.8925
-65.0,25.484,191.933,-97.0092,-23.0323,7.0895,-104.5227,-23.1106,7.0967,-104.1059
-64.0,25.484,191.949,-95.8512,-23.5476,7.0904,-102.7483,-22.9972,7.0965,-102.9477
-63.0,25.484,191.965,-92.5784,-22.9731,7.0914,-100.926,-23.007,7.0952,-99.6736
-62.0,25.485,191.981,-93.3662,-23.762,7.0923,-99.0583,-23.1565,7.0963,-100.4625
-61.0,25.485,191.997,-92.1504,-23.3712,7.0932,-97.1475,-23.4681,7.0953,-99.2457
-60.0,25.486,192.013,-88.5667,-23.7121,7.0941,-95.1962,-23.9735,7.0935,-95.6602
-59.0,25.486,192.029,-86.0213,-24.2886,7.095,-93.2066,-24.7188,7.0937,-93.115
-58.0,25.486,192.045,-85.9467,-25.8127,7.0959,-91.1815,-25.7758,7.0939,-93.0406
-57.0,25.487,192.061,-84.1082,-26.9659,7.0968,-89.1234,-27.2651,7.095,-91.2032
-56.0,25.487,192.077,-79.6636,-29.7771,7.0977,-87.0348,-29.4156,7.0953,-86.7589
-55.0,25.488,192.093,-78.9565,-32.3678,7.0986,-84.9185,-32.7544,7.0956,-86.0521
-54.0,25.488,192.109,-77.8563,-38.8171,7.0995,-82.7771,-39.087,7.0965,-84.9528
-53.0,25.489,192.125,-72.0649,-50.3201,7.1004,-80.6133,-50.0,7.0982,-79.1631
-52.0,25.489,192.141,-72.2763,-36.1941,7.1013,-78.4299,-36.4062,7.0988,-79.3751
-51.0,25.489,192.157,-67.4026,-30.3823,7.1022,-76.2296,-30.8182,7.1029,-74.5055
-50.0,25.49,192.173,-66.8693,-27.4512,7.1031,-74.0152,-27.4827,7.1042,-73.9735
-49.0,25.49,192.189,-64.2432,-25.5099,7.104,-71.7894,-25.1809,7.1056,-71.3488
-48.0,25.491,192.205,-62.7673,-23.4419,7.1049,-69.555,-23.5131,7.1056,-69.8729
-47.0,25.491,192.221,-64.1918,-22.0829,7.1058,-67.3149,-22.3039,7.1057,-71.2975
-46.0,25.491,192.237,-59.6702,-21.8002,7.1067,-65.0717,-21.4682,7.1063,-66.7765
-45.0,25.492,192.253,-55.9094,-21.3694,7.1076,-62.8284,-20.9663,7.1054,-63.0148
-44.0,25.492,192.269,-52.9321,-20.5798,7.1085,-60.5877,-20.7884,7.111,-60.0431
-43.0,25.493,192.285,-53.9274,-20.6207,7.1094,-58.3523,-20.95,7.111,-61.0384
-42.0,25.493,192.301,-49.0951,-20.6366,7.1103,-56.125,-21.4965,7.1112,-56.2063
-41.0,25.494,192.317,-48.4808,-22.2527,7.1112,-53.9086,-22.519,7.1112,-55.592
-40.0,25.494,192.333,-44.2418,-24.6827,7.1121,-51.7058,-24.1991,7.112,-51.3538
-39.0,25.494,192.349,-42.4353,-26.1274,7.113,-49.5192,-26.9433,7.1121,-49.5474
-38.0,25.495,192.365,-39.1225,-31.556,7.1139,-47.3516,-31.978,7.1167,-46.2392
-37.0,25.495,192.381,-36.4905,-50.8021,7.1147,-45.2055,-50.0,7.117,-43.6075
-36.0,25.496,192.397,-35.2795,-34.1122,7.1156,-43.0836,-33.7,7.117,-42.3965
-35.0,25.496,192.413,-32.5813,-27.1795,7.1165,-40.9884,-26.9828,7.1176,-39.6989
-34.0,25.496,192.429,-32.3306,-23.0044,7.1174,-38.9225,-23.3397,7.1183,-39.4489
-33.0,25.497,192.445,-25.5353,-21.9336,7.1183,-36.8883,-20.9818,7.1189,-32.6542
-32.0,25.497,192.461,-29.5973,-19.451,7.1192,-34.8882,-19.4034,7.119,-36.7163
-31.0,25.498,192.477,-26.5963,-18.0914,7.12,-32.9247,-18.4038,7.1198,-33.7161
-30.0,25.498,192.493,-22.5271,-19.0354,7.1209,-31.0,-17.9018,7.1204,-29.6475
-29.0,25.498,192.509,-20.8656,-17.5848,7.1218,-29.1164,-17.8835,7.1214,-27.987
-28.0,25.499,192.525,-19.4225,-18.0473,7.1227,-27.2762,-18.3941,7.1217,-26.5442
-27.0,25.499,192.541,-17.3449,-19.9006,7.1235,-25.4815,-19.562,7.1228,-24.4677
-26.0,25.5,192.557,-19.7352,-22.1505,7.1244,-23.7342,-21.6892,7.1233,-26.8585
-25.0,25.5,192.573,-12.5274,-25.9582,7.1253,-22.0366,-25.6133,7.1247,-19.6521
-24.0,25.5,192.589,-13.5702,-36.7025,7.1262,-20.3905,-35.6336,7.1253,-20.6955
-23.0,25.501,192.605,-9.8019,-32.6582,7.127,-18.7977,-32.5277,7.1271,-16.929
-22.0,25.501,192.621,-13.1826,-23.5208,7.1279,-17.2602,-23.6086,7.1273,-20.3099
-21.0,25.501,192.637,-8.2659,-19.8139,7.1288,-15.7795,-19.3262,7.1273,-15.3932
-20.0,25.502,192.653,-8.073,-16.2625,7.1296,-14.3574,-16.6513,7.1276,-15.2006
-19.0,25.502,192.669,-5.0068,-14.8544,7.1305,-12.9954,-14.8954,7.1282,-12.135
-18.0,25.503,192.685,-4.0881,-13.7055,7.1314,-11.695,-13.8095,7.1285,-11.2166
-17.0,25.503,192.701,-2.7764,-13.4644,7.1322,-10.4577,-13.3036,7.127,-9.9034
-16.0,25.503,192.717,-3.74,-13.0841,7.1331,-9.2846,-13.3813,7.1287,-10.8687
-15.0,25.504,192.733,-1.1287,-13.6263,7.1339,-8.1772,-14.1425,7.1255,-8.2542
-14.0,25.504,192.749,-0.2719,-16.0248,7.1348,-7.1364,-15.8618,7.125,-7.3969
-13.0,25.505,192.765,1.7152,-19.0191,7.1357,-6.1634,-19.3235,7.1217,-5.4065
-12.0,25.505,192.781,3.3613,-28.1058,7.1365,-5.2592,-28.4146,7.1218,-3.7605
-11.0,25.505,192.797,2.9385,-26.2078,7.1374,-4.4245,-26.3749,7.1217,-4.1832
-10.0,25.506,192.813,1.5636,-15.9558,7.1382,-3.6603,-16.6267,7.1565,-5.5929
-9.0,25.506,192.829,4.3332,-12.0832,7.1391,-2.9672,-11.7926,7.1548,-2.8216
-8.0,25.506,192.845,8.7107,-8.7221,7.1399,-2.3459,-8.5535,7.1513,1.5594
-7.0,25.507,192.861,7.8131,-6.474,7.1408,-1.7967,-6.1632,7.1488,0.6643
-6.0,25.507,192.877,1.3598,-4.0391,7.1416,-1.3203,-4.3291,7.1521,-5.7923
-5.0,25.508,192.893,6.3207,-3.0153,7.1425,-0.9168,-2.9063,7.1483,-0.8276
-4.0,25.508,192.909,7.9549,-2.0918,7.1433,-0.5866,-1.8135,7.148,0.8069
-3.0,25.508,192.925,6.5409,-0.3361,7.1442,-0.3298,-1.0014,7.148,-0.6071
-2.0,25.509,192.941,6.3084,0.2843,7.145,-0.1465,-0.4395,7.1482,-0.8398
